66,Cartulina 10pt 195 g (Rendimiento 0.195g),CA15,SBSPRT10PT,IND. COSAL,Cartulina 1C SBS PROTO 10 Pts Blanco (195gr/m2),10,N/A,N/A,10,N/A,Checar existencias,MASTER,,No aplica,,,1 Semana," $ 0,495 ", USD ," $ 0,442 ",USD,CARTULINA 10PT,195,g/m2,"2,265",usd,"0,441675",11%,, $1.53 usd/kg 10-07-2018 ,NO APLICA,,,,
67,Cartulina 1C Transferencia Térmica,CA23,FP27C,RAFLATAC,7PT THERMAL TRANSFER,"7,3",N/A,N/A,"7,3",N/A,2.019 x 762,"EXACT USA 
MASTER","EXACT USA 2286 ML 
MIN 228 M2",No Especificado,,,3 Semanas," $ 0,710 ", USD ," $ 0,6700 ",USD,CARTULINA 7PT,,,,,,6%,,, NO ESPECIFICADO ,,,,
68,"Cuché sin adhesivo 90 g
MPSULUB0902C5-C",CA24,MPSULUB0902C,GREEN BAY,PAPEL COUCHE 2 CARAS DE 90 g,"2,8",N/A,N/A,"2,8",N/A,1.26 x 3000,MASTER,,No Especificado,,,72 Hrs.," $ 0,189 ", USD ," $ 0,169 ",USD,LUSTROLITO 90G,,,,,,11%,,,,,,,
69,Cuché sin adhesivo 90 g (Rendimiento 0.090),CA26,221E,ABASTECEDORA METROPOLITANA,PAPEL BURGO 1 BRIGHT 90G 2 CARAS,"2,8",N/A,N/A,"2,8",N/A,Checar existencias,MASTER,,No Especificado,,,1 Semana," $ 0,134 ", USD ," $ 0,120 ",USD,CUCHE 90G REGISTRO,90,g/m2,"1,33",usd,"0,1197",11%,,, NO ESPECIFICADO ,,,,
70,Cartulina 1c 8 pt,CA27,MPSUCASU008C5,GREEN BAY,CARTULINA SULFATADA 1C 8 PTS,8,N/A,N/A,8,N/A,1.524 x 1500,MASTER,,No Especificado,,,72 Hrs.," $ 0,483 ", USD ," $ 0,431 ",USD,CARTULINA 8PT,,,,,,11%,,,,,,,
71,Cuche Fit (Rendimiento 0.090g),CA28,221F,ABASTECEDORA METROPOLITANA,PAPEL CUCHE FIT GLOSS 90G 2 CARAS ,"2,91",N/A,N/A,"2,91",N/A,Checar existencias,MASTER,,No Especificado,,,1 Semana," $ 0,188 ", USD ," $ 0,168 ",USD,CUCHE 90G REGISTRO,90,g/m2,"1,868",usd,"0,16812",11%,,,,,,,
72,Cuche Royal (Rendimiento 0.090g),CA29,221D,ABASTECEDORA METROPOLITANA,ROYAL ROTO GLOSS 90G,"2,91",N/A,N/A,"2,91",N/A,Checar existencias,MASTER,,No Especificado,,,1 Semana," $ 0,178 ", USD ," $ 0,159 ",USD,CUCHE 90G REGISTRO,90,g/m2,"1,762",usd,"0,15858",,,,,,,,
73,Cartulina 1c 8 pt (Rendimiento 0.161g),CA30,SBSPRT08PT,IND. COSAL,Cartulina 1C SBS PROTO 8 Pts Blanco (161gr/m2),8,N/A,N/A,8,N/A,Checar existencias,MASTER,,No Especificado,,,1 Semana," $ 0,529 ", USD ," $ 0,472 ",USD,CARTULINA 8PT,,,,,,,,, NO ESPECIFICADO ,,,,
74,"Cuché sin adhesivo 90 g
(Rendimiento 0.090g)",CA31,SUNBRIGHT90G,IND. COSAL,CUCHE CUBIERTO 2 C 90G SUNBRITE,"2,87",N/A,N/A,"2,87",N/A,Checar existencias,MASTER,,No Especificado,,,1 Semana," $ 0,185 ", USD ," $ 3,299 ",M.N.,CUCHE 90G REGISTRO,90,g/m2,"36,66",MXP,"3,2994",,,,,,,,
75,Cold Foil plata,CF02,KPW ALUFIN,KURZ,Cold Foil Alufin KPW (Plata),"0,5",N/A,N/A,"0,5",N/A,"0.61 x 915 
1.22 x 1525",MASTER,,No aplica,,,1 Semana," $ 0,490 ", USD ," $ 0,415 ",USD,COLD FOIL PLATA,,,,,,15%,,, NO APLICA ,,,,
76,Cold Foil oro,CF03,LUXOR 220,KURZ,Cold Foil Luxor 220 KPW (Oro),"0,5",N/A,N/A,"0,5",N/A,"0.61 x 915 
1.22 x 1525",MASTER,,No aplica,,,1 Semana," $ 0,490 ", USD ," $ 0,415 ",USD,COLD FOIL ORO,,,,,,15%,,, NO APLICA ,,,,
77,Cold Foil Plata tornasol,CF13,HCUV9010,INFINITY FOILS,COLD FOIL PLATA TORNASOL,"0,47",N/A,N/A,"0,47",N/A,0.64 X 1525,MASTER,,No Especificado,,,2 Semanas," $ 1,536 ", USD ," $ 1,4020 ",USD,COLD FOIL TORNASOL,,,,,,9%,,, NO ESPECIFICADO ,,,,
78,Cold Foil Plata tornasol,CF14,LASER-AL-KPO,KURZ,COLD FOIL HOLOGRAFICO SEAMLEASS KPO,"0,5",N/A,N/A,"0,5",N/A,0.61 X 1525,MASTER,,No Especificado,,,1 Semana," $ 1,546 ", USD ," $ 1,4117 ",USD,COLD FOIL TORNASOL,,,,,,9%,,, NO ESPECIFICADO ,,,,
79,Cold Foil oro,CF15,KPW-OP-232,KURZ,COLD FOIL KPW-OP 232 ORO,,,,,,0.61 X 1525,MASTER,,No Especificado,,,," $ 0,628 ", USD ," $ 0,5450 ",USD,COLD FOIL ORO,,,,,,,,,,,,,
80,Couché Satin Genérico,CS01,,,"C10031 (FEDRIGONI), 380SV (AVERY), PL750N (RAFLATAC), PBGG260 (GREEN B), C10981 (FEDRIGONI), J020 (AVERY), 15335N (AVERY), 15336 (AVERY), 1096SV (AVERY)",,,,,,,EXACT,,Verificar por clave,,,," $ 0,404 ", USD ,,,CUCHE,,,,,,100%,,,GENERICO,,,,
81,Couché Satin Genérico,CS02,,,"C10031 (FEDRIGONI), 380SV (AVERY), PL750N (RAFLATAC), PBGG260 (GREEN B), C10981 (FEDRIGONI), J020 (AVERY), 15335N (AVERY), 15336 (AVERY), 1096SV (AVERY)",,,,,,,EXACT,,Verificar por clave,,,," $ 0,404 ", USD ,,,CUCHE,,,,,,100%,,,GENERICO,,,,
82,Cuche adhesivo removible,CS10,18328,AVERY,60# Semi-Gloss Elite FSC / R5195 / 40#CK,3,Acrílico,"2,4","6,2",N/A,1.981 x 762,"EXACT 
MASTER",EXACT 762 ML,Indirecto o incidental,FSC,,72 Hrs.," $ 1,049 ", USD ," $ 1,0086 ",USD,CUCHE,,,,,,4%,,,PA1,,,,
83,Cuche Raflatac RP51 ,CS11,PL890J,RAFLATAC,54# Raflacoat Plus-FSC/ RP51 /  White Glass C5-FSC,"2,7",Acrílico,2,"5,3",N/A,1.530 X 1500,"EXACT
MASTER",EXACT 1524 Y 3048 ML,Indirecto o incidental,FSC,,24 Hrs. ," $ 0,504 ", USD ," $ 0,485 ",USD,CUCHE,,,,,,4%,,,PA1,,,,
84,Cuché (clave proveedor 01096SV),CS13,1096SV,AVERY,Dualprint FSC / S246 / 40#BG,"2,8",Hule,2,"5,2",N/A,1.524 x 1500,"EXACT 
MASTER",EXACT 1500 ML,Indirecto o incidental,FSC,,72 Hrs.," $ 0,641 ", USD ," $ 0,6164 ",USD,CUCHE,,,,,,4%,,,PA2,,,,
85,Cuché mate,CS14,J093,AVERY,CUCHE MATE 90g FSC / C4000 / CC 82G,"3,4",Hule,"3,2","6,8",N/A,1.32 x 1000,MASTER,,Indirecto o incidental,FSC,,1 Semana," $ 0,749 ", USD ," $ 0,7063 ",USD,CUCHE MATE,,,,,,6%,,,PA2,,,,
86,Cuche adh p congelación (Antes 14471),CS16,14471M,AVERY,54# Semigloss FSC/AT20/40# BG,"2,6",Acrílico,2,"4,8",N/A,1.524 x 1524,"EXACT 
MASTER",EXACT 1500 Y 3000  ML,Indirecto o incidental,FSC,,"72 Hrs.
24 Hrs."," $ 0,607 ", USD ," $ 0,5832 ",USD,CUCHE,,,,,,4%,,,PA1,,,,
87,Cuche 80g,CS22,J020,AVERY,Jac Chromo FSC / D170 / 40# BG,"2,6",Hule,2,"4,8",N/A,1.524 x 1500 ,"EXACT 
MASTER",EXACT 1500 ML,Indirecto o incidental,FSC,,24 Hrs.," $ 0,496 ", USD ," $ 0,4770 ",USD,CUCHE,,,,,,4%,,,PA2,,,,
88,Cuche adh FDA contacto directo,CS25,AC7002,MACtac,Platinum High Bright Semi-Gloss / 711VHP /  40# SCK,3,Hule,"2,45",6,N/A,1.98 x 762,EXACT,EXACT 1524 Y 3048 ML,Directo,,,72 Hrs.," $ 0,636 ", USD ," $ 0,6000 ",USD,CUCHE,,,,,,6%,,,PA2,,,,
89,"Cuche 80g, respaldo pet",CS26,PL93A,RAFLATAC,54# RAFLACOAT / RP37 / 1.2 Mil PET,"2,7",Acrílico,"1,2","4,3",N/A,2 x 762,"EXACT 
MASTER",EXACT 3048 ML,Indirecto o incidental,FSC EN SUPERFICIAL,RECOMENDADO POR PROVEEDOR,48 Hrs.," $ 0,686 ", USD ," $ 0,6600 ",USD,CUCHE,,,,,,4%,," SE CONSIDERA COSTO PARA COTIZAR + 6% POR PROYECTO COLGATE, NO DESPERDICIO A ANCHO 2M ",PA3,,,,
90,Cuche 80g,CS27,380SV,AVERY,54# SEMIGLOSS FSC / S2005 / 40#BG,"2,6",Hule,2,"5,2",N/A,1.524 x 762,"EXACT 
MASTER",EXACT 1500 Y 3000 ML,Indirecto o incidental,FSC,APROBADO,24 Hrs.," $ 0,390 ", USD ," $ 0,3750 ",USD,CUCHE,,,,,,4%,,,PA2,,,,
91,Cuche 80g (Antes 8140P),CS28,C10031,FEDRIGONI,Couche Semigloss 1C 80g / H108K / R 2.1 Mil,"2,7",Hule,"2,1",,N/A,1 x 1524,"EXACT 
MASTER",EXACT 3048 ML,Indirecto o incidental,,,48 Hrs.," $ 0,400 ", USD ," $ 0,3850 ",USD,CUCHE,,,,,,4%,,,PA2,,,,
92,Cuche con adhesivo para llantas,CS29,13014,AVERY,60# SEMIGLOSS ELITE /TL2/ 40#SCK,"3,1",Hule,"2,36","6,5",N/A,0.762 x 762,MASTER,Largo Maximo 762 m,Indirecto o incidental,,,72 Hrs.," $ 1,849 ", USD ," $ 1,7442 ",USD,CUCHE,,,,,,6%,,,PA2,,,,
93,Cuche IFCO,CS31,SP184W,RAFLATAC,54# Raflacoat FSC / RP45 / 40# WHITE KRAFT,"2,7",Acrílico,"2,4","5,8",N/A,1 x 762,MASTER,,Indirecto o incidental,FSC EN SUPERFICIAL,,3 Semanas," $ 1,092 ", USD ," $ 1,0300 ",USD,CUCHE,,,,,,6%,,,PA1,,,,
94,Cuche adh acrílico respaldo pet,CS33,PL228U,RAFLATAC,Raflasilk FSC / RP51 / 1.2 Mil Pet,"2,8",Acrílico,"1,2","4,5",N/A,2 x 762,"EXACT USA 
MASTER",EXACT USA 3048 ML,Indirecto o incidental,FSC EN SUPERFICIAL,RECOMENDADO POR PROVEEDOR,"3 Semanas 
48 Hrs."," $ 0,723 ", USD ," $ 0,6950 ",USD,CUCHE,,,,,,4%,4% A PARTIR REV 103,,PA3,,,,
95,Cuche 75g,CS35,PL750N,RAFLATAC,RAFLACOAT NXT FSC / RH9X / 2.1 mil WHITE GLASSINE-FSC,"2,48",Hule,"2,1","5,1",N/A,2 x 762,"EXACT 
MASTER",EXACT 1524 Y 3048 ML,Indirecto o incidental,FSC EN SUPERFICIAL,,24 Hrs," $ 0,468 ", USD ," $ 0,4500 ",USD,CUCHE,,,,,,4%,,,PA2,,,,
96,Cuche Raflatac acrilico,CS38,PL751P,RAFLATAC,RAFLACOAT NXT FSC / RP51 / 2.1 mil WHITE KRAFT-FSC,"2,48",Acrílico,"2,1","5,2",N/A,1 x 762,MASTER,,Indirecto o incidental,FSC,,72 Hrs.," $ 0,604 ", USD ," $ 0,5700 ",USD,CUCHE,,,,,,,,,,,,,
97,Cuche 80g,CS40,380SV,AVERY,54# SEMIGLOSS FSC / S2005 / 40#BG,"2,6",Hule,2,"5,2",N/A,1.524 x 762,"EXACT 
MASTER",EXACT 1500 Y 3000 ML,Indirecto o incidental,FSC,APROBADO,24 Hrs.," $ 0,390 ", USD ," $ 0,3750 ",USD,CUCHE,,,,,,,,,PA2,,,,
98,Cuche 90g,CS41,C10181,FEDRIGONI,COUCHE SEMIGLOSS 1C 90g / H108K / SCK 67G,"2,9",Hule,"2,5","5,9",N/A,1.524 x 1524,MASTER,,Indirecto o incidental,,,48 Hrs.," $ 0,565 ", USD ," $ 0,5330 ",USD,CUCHE,,,,,,,,,PA2,,,,
99,Cuché (clave proveedor 01096SV),CS42,1096SV,AVERY,Dualprint FSC / S246 / 40#BG,"2,8",Hule,2,"5,2",N/A,1.524 x 1500,"EXACT 
MASTER",EXACT 1500 ML,Indirecto o incidental,FSC,,72 Hrs.," $ 0,641 ", USD ," $ 0,6164 ",USD,CUCHE,,,,,,,,,,,,,
100,Cuche adh hule / NO APTO PARA FARMACEUTICO,CS43,PL884C,RAFLATAC,RALACOAT NXT FSC / RHC4 / WHITE GLASS C5-FSC,"2,28",Hule,2,"4,76",N/A,1.530 x 762,"EXACT USA 
MASTER",EXACT 3048 ML,Indirecto o incidental,FSC,,24 Hrs.," $ 0,395 ", USD ," $ 0,3800 ",USD,CUCHE,,,,,,,,,,,,,
101,Cuche triplex piggyback (Medtronic),CS44,2121P,FEDRIGONI,TRIPLEX COATED / AP904 / WG62/YG60,"2,56",Hule,"1,97","8,25",N/A,1 x 6000,MASTER,,Directo,,,16 Semanas," $ 1,534 ", USD ," $ 1,4470 ",USD,CUCHE MEDTRONIC,,,,,,,,,,,,,
102,Cuché adhesivo hule,CS45,C10651,FEDRIGONI,COUCHE SEMIGLOSS C1S 80g FSC / H108K / R 2.1 mil,"2,7",Hule,"2,1","5,7",N/A,1.524 x 1500,MASTER,,Indirecto o incidental,FSC,,48 Hrs.," $ 0,522 ", USD ," $ 0,4920 ",USD,CUCHE,,,,,,,,,,,,,
103,Cuche Raflatac RP51 ,CS47,PL38Q,RAFLATAC,54# Raflacoat FSC/ RP51 /  White Kraft 65,"2,7",Acrilico,"2,4","5,7",N/A,2 x 762,MASTER,,Indirecto o incidental,FSC EN SUPERFICIAL,RECOMENDADO POR PROVEEDOR,4 SEMANAS," $ 0,628 ", USD ," $ 0,5920 ",USD,CUCHE,,,,,,6%,,,,,,,
104,Cuche 80g adhesivo hule,CS48,PBGG260,GREEN BAY,Papel Couche Semi-gloss 80g / Adhesivo hot melt / Glassine,"2,7",Hule,"2,1","5,5",N/A,1.53 x 1500,"EXACT
MASTER",EXACT 1500 Y 3000 ML,Indirecto o incidental,,,24 Hrs.," $ 0,404 ", USD ," $ 0,3880 ",USD,CUCHE,,,,,,,,,,,,,
105,Cuche 90g adhesivo acrílico,CS49,19641M,AVERY,60# SEMI-GLOSS ELITE FSC® /AT20/1.2M PET,"2,9",Acrílico,"1,18","4,73",N/A,1.524 x 6000,MASTER,,Indirecto o incidental,FSC EN SUPERFICIAL,,8 Semanas," $ 0,726 ", USD ," $ 0,6850 ",USD,CUCHE,,,,,,,,,,,,,
106,Construcción etiqueta cupón con papel cuche + cuche,CU01,-,-,Cuche sin adhesivo (CA24) + cuche con adhesivo (CS27) + adhesivo UV (UV11)  + barniz release (UV10),N/D,N/D,N/D,N/D,N/A,-,-,MASTRONARDI,-,,,-," $ 0,829 ", USD ,,,CUPON CU01,,,,,,100%,,,CONSTRUCCIÓN,,,,
107,Construcción etiqueta cupón con bopp blanco + bopp blanco,CU02,-,-,Bopp blanco (BB15) + bopp blanco (BB15) + barniz release (UV10),N/D,N/D,N/D,N/D,N/A,-,-,FRESENIUS,-,,,-," $ 1,163 ", USD ,,,CUPON CU02,,,,,,100%,,,CONSTRUCCIÓN,,,,
108,Construcción etiqueta cupón con papel cuche + pharma,CU03,-,-,Cuche sin adhesivo (CA24) + pharma (PH01) + adhesivo UV (UV11) + barniz release (UV10),N/D,N/D,N/D,N/D,N/A,-,-,MASTRONARDI,-,,,-," $ 1,012 ", USD ,,,CUPON CU03,,,,,,100%,,,CONSTRUCCIÓN,,,,
109,Construcción etiqueta cupón con bopp blanco + cuche sin adhesivo,CU04,-,-,Bopp blanco (BB09) + cuche sin adhesivo (CA24) + adhesivo UV (UV11) + barniz release (UV10),N/D,N/D,N/D,N/D,N/A,-,-,PLASTICOS IRIS AGUA,-,,,-," $ 0,970 ", USD ,,,CUPON CU04,,,,,,100%,,,CONSTRUCCIÓN,,,,
110,Construcción etiqueta cupón con bopp blanco delgado + bopp blanco delgado,CU05,-,-,Bopp blanco (PF01) + barniz release (UV10) + bopp blanco (PF01),N/D,N/D,N/D,N/D,N/A,-,-,LAB. PISA,-,,,-," $ 2,046 ", USD ,,,CUPON CU05,,,,,,100%,,,CONSTRUCCIÓN,,,,
111,Construcción etiqueta cupón con bopp blanco + bopp metalizado,CU06,-,-,Bopp blanco (BB06) + barniz release (UV10) + bopp metalizado (BM08),N/D,N/D,N/D,N/D,N/A,-,-,BRULUAGSA,-,,,-," $ 1,464 ", USD ,,,CUPON CU05,,,,,,100%,,,CONSTRUCCIÓN,,,,
112,Térmico Directo Recubierto Genérico,DI01,,,"TCDT1702 (MACTAC), 291SV (AVERY)",,,,,,,EXACT,,Verificar por clave,,,," $ 0,673 ", USD ,,,TERMICO ,,,,,,100%,, PRECIO PARA COTIZAR =+4% ,GENERICO,,,,
113,Termico Recubierto 300HD,DI02,,,"TCDT1702 (MACTAC), 291SV (AVERY)",,,,,,,"EXACT 
MASTER",,Verificar por clave,,,," $ 0,673 ", USD ,,,TERMICO ,,,,,,100%,,,GENERICO,,,,
114,Térmico Recubierto Raflatac,DI05,DT03L,RAFLATAC,Direct Thermal Top FSC / RP51 / 40White Kraft,"3,2",Acrílico,"2,4","6,1",N/A,1 x 1000,MASTER,EXACT 1524 ML,Indirecto o incidental,FSC EN SUPERFICIAL,,48 Hrs.," $ 0,676 ", USD ," $ 0,650 ",USD,TERMICO ,,,,,,4%,,,PA1,,,,
115,Termico Recubierto,DI06,291SV,AVERY,Direct-Therm 200GP FSC / S2005 / 40#BG,"3,2",Hule,2,"5,7",N/A,1.524 x 1524,"EXACT 
MASTER",EXACT 1500 ML,No Especificado,FSC,,72 Hrs.," $ 0,673 ", USD ," $ 0,6475 ",USD,TERMICO ,,,,,,4%,,,PA2,,,,
116,Termico piggyback,DI14,UM15V,RAFLATAC,Direct Thermal Top / RP51 / 40# White Kraft / RP51 / 40# White Kraft,"3,2",Acrílico,2.4 + 2.4,9,N/A,2 x 1524,MASTER,,Indirecto o incidental,FSC EN SUPERFICIAL,,8 a 10 Semanas," $ 1,531 ", USD ," $ 1,418 ",USD,TERMICO ,,,,,,7%,,,PA1,,,,
117,Térmico adhesivo removible,DI17,18558,AVERY,Direct-Therm 200GP FSC / R5195 / 40#CK,"3,2",Acrílico,"2,4","6,47",N/A,1.98 x 762,"EXACT USA 
MASTER",EXACT USA 2286 Y 3048 ML,Indirecto o incidental,FSC,,9 Semanas," $ 0,957 ", USD ," $ 0,9116 ",USD,TERMICO ,,,,,,5%,,,PA1,,,,
118,Térmico adhesivo removible,DI19,DT05N,RAFLATAC,Direct Thermal Top FSC / RR22 / 40# White Kraft,"3,3",Hule,"2,4","6,2",N/A,2 x 762,"EXACT USA 
MASTER",EXACT USA 3048 ML,Indirecto o incidental,FSC EN SUPERFICIAL,,3 Semanas," $ 1,209 ", USD ," $ 1,1510 ",USD,TERMICO ,,,,,,5%,,,PA2,,,,
119,Termico Directo IFCO,DI21,DTM0902,MACtac,DIRECT THERMAL PAPER TOPCOATED / LT-20 / 40#CK,"2,95",Acrílico,"2,4","6,05",N/A,1.98 x 1524,MASTER,,Indirecto o incidental,,,4 Semanas," $ 1,015 ", USD ," $ 0,940 ",USD,TERMICO ,,,,,,7%,,,PA1,,,,
120,Térmico Recubierto,DI26,TCDT1702,MACtac,DIRECT THERMAL PAPER / HYBRID / 40#SCK,"3,15",Hule,"2,4","6,25",N/A,1.98 x 762,"EXACT 
MASTER",EXACT 1500 ML,Indirecto o incidental,,,24 Hrs.," $ 0,735 ", USD ," $ 0,700 ",USD,TERMICO ,,,,,,5%,,,PA2,,,,
121,Termico directo para llantas,DI27,11203,AVERY,Direct-Therm 200HD FSC / TL2 / 40#SCK,"3,2",Hule,"2,5","7,7",N/A,0.762 x 762,MASTER,Largo Maximo 762 m,Indirecto o incidental,FSC,,9 Semanas," $ 2,437 ", USD ," $ 2,2994 ",USD,TERMICO ,,,,,,6%,,,PA2,,,,
122,Termico Recubierto,DI34,291SV,AVERY,Direct-Therm 200GP FSC / S2005 / 40#BG,"3,2",Hule,2,"5,7",N/A,1.32 X 1524,"EXACT 
MASTER",EXACT 1500 ML,No Especificado,FSC,,72 Hrs.," $ 0,673 ", USD ," $ 0,6475 ",USD,TERMICO ,,,,,,,,,PA2,,,,
123,Térmico Directo No Recubierto Genérico,DI04,,,"290SV (AVERY), C12231 (FEDRIGONI),  DT265S (RAFLATAC) , DT347C (RAFLATAC)",,,,,,,EXACT,Aplicaciones en seco. No contacto con humedad,Verificar por clave,,,," $ 0,395 ",USD,,,TERMICO ,,,,,,100%,, PRECIO PARA COTIZAR $0.47 usd autorizado por ing. Ernesto  04-04-2022 ,GENERICO,,,,
124,Térmico Directo No Recubierto Genérico,DI13,,,"290SV (AVERY), C12231 (FEDRIGONI),  DT265S (RAFLATAC) , DT347C (RAFLATAC)",,,,,,,EXACT,Aplicaciones en seco. No contacto con humedad,Verificar por clave,,,," $ 0,395 ",USD,,,TERMICO ,,,,,,100%,, PRECIO PARA COTIZAR $0.47 usd autorizado por ing. Ernesto  04-04-2022 ,GENERICO,,,,
125,Térmico NO recubierto,DI11,DT01J,RAFLATAC,Direct Thermal Eco / RP51 / 40#White Kraft,"3,2",Acrílico,"2,4","6,1",N/A,1 x 1000,"EXACT 
MASTER",EXACT 1524 ML,Indirecto o incidental,,,4 Semanas," $ 0,782 ", USD ," $ 0,745 ",USD,TERMICO ,,,,,,5%,,,PA1,,,,
126,Térmico NO recubierto,DI12,7401P,FEDRIGONI,Thermal Eco / AP904 Plus / SK60,"3,2",Acrílico,"2,2","6,2",N/A,1.50 x 1500,MASTER,,Indirecto o incidental,,,48 Hrs.," $ 0,549 ", USD ," $ 0,518 ",USD,TERMICO ,,,,,,6%,,,PA1,,,,
127,Térmico NO recubierto Adhesivo removible,DI23,DT42D,RAFLATAC,Direct Thermal eco / RR22 / 40#White Kraft,"3,2",Hule,"2,4","6,1",N/A,2 x 762,"EXACT USA 
MASTER","EXACT USA 3048 ML 
Minimo 930m2",Indirecto o incidental,,,3 Semanas," $ 0,746 ", USD ," $ 0,7100 ",USD,TERMICO ,,,,,,5%,,,PA2,,,,
128,Térmico NO recubierto,DI28,290SV,AVERY,Direct-Therm GP FSC / S2005 / 40 # BG,"2,95",Hule,2,"5,55",N/A,1.524 x 762,"EXACT 
MASTER",EXACT 1500 Y 3000 ML,Indirecto o incidental,,,24 Hrs.," $ 0,395 ", USD ," $ 0,3800 ",USD,TERMICO ,,,,,,4%,,,PA2,,,,
129,Termico NO recubierto con adhesivo hule,DI30,DT265S,RAFLATAC,DIRECT THERMAL ECO NXT FSC / RH9X / 2.1 mil WHITE GLASSINE-FSC,"2,9",Hule,"2,1","5,6",N/A,2 x 762,"EXACT 
MASTER",EXACT 3048 ML,Indirecto o incidental,FSC,,5 Semanas," $ 0,551 ", USD ," $ 0,5200 ",USD,TERMICO ,,,,,,6%,,,PA2,,,,
130,Termico no recubierto con adhesivo acrilico,DI31,DTNN2602,MACtac,DIRECT THERMAL PAPER NTC / 640AT / 40# SCK,"3,2",Acrilico,"2,4","6,3",N/A,1.524 x 762,"EXACT 
MASTER",EXACT 1524 ML,Indirecto o incidental,,,24 Horas," $ 0,557 ", USD ," $ 0,5300 ",USD,TERMICO ,,,,,,5%,,,,,,,
131,Termico NO recubierto con adhesivo hule (Antes 21152P),DI32,C12231,FEDRIGONI,TERMICO DIRECTO 70 G / H108L 16 / SCK 59G,"3,1",Hule,"2,1","5,7",N/A,1.524 X 1524,MASTER,EXACT 3000 ML,Indirecto o incidental,,,48 Hrs.," $ 0,417 ", USD ," $ 0,4010 ",USD,TERMICO ,,,,,,,,,,,,,
132,Térmico NO recubierto,DI33,290SV,AVERY,Direct-Therm GP FSC / S2005 / 40 # BG,"2,95",Hule,2,"5,55",N/A,1.524 x 762,"EXACT 
MASTER",EXACT 1500 Y 3000 ML,Indirecto o incidental,,,24 Hrs.," $ 0,395 ", USD ," $ 0,3800 ",USD,TERMICO ,,,,,,,,,,,,,
133,Papel térmico sin adhesivo,DI35,12000,FEDRIGONI,Papel térmico directo 70g,"3,1",N/A,N/A,"3,1",N/A,1.530 X 1524,MASTER,,No aplica,,,72 Hrs," $ 0,242 ", USD ," $ 0,2280 ",USD,TERMICO SIN ADHESIVO,,,,,,,,,,,,,
134,Térmico para maletas,DI36,DT190P,RAFLATAC,LUGGAGE TAG ECO 300 PEFC / RP36 / WHITE GLASSINE 65,"5,04",Acrílico,"2,2","7,79",N/A,2 x 1500,MASTER,STOCK LIMITADO,No Especificado,,,48 Hrs.," $ 0,853 ", USD ," $ 0,8200 ",USD,TERMICO MALETAS,,,,,,,,,,,,,
135,Térmico NO recubierto,DI37,DT347C,RAFLATAC,DIRECT THERMAL ECO-FSC / RH9S / WHITE GLASS C5-FSC,"3,11",Hule,2,"5,63",N/A,1.53 x 1524,"EXACT
MASTER",EXACT 1500 Y 3000 ML,No Especificado,,,24 Hrs.," $ 0,395 ", USD ," $ 0,3800 ",USD,TERMICO,,,,,,,,,,,,,
136,Térmico NO recubierto,DI38,PDT4057,FEDRIGONI,THERMAL ECO FSC™ / FH24 / WG58,"2,9",Hule,2,"5,6",N/A,1.50 x 1500,MASTER,,Indirecto o incidental,FSC SUPERFICIAL,,1 Semana," $ 0,673 ", USD ," $ 0,6470 ",USD,TERMICO,,,,,,,,,,,,,
137,Material para aplicación Dental,DN01,AP1406N,AMERICAN P,Dental X-Ray Clear (AP1406N),"4,3",N/A,N/A,"4,3",N/A,Ancho requerido,"MINIMO 21,000 M2",,Directo,,,9 a 10 Semanas," $ 1,293 ", USD ," $ 1,1543 ",USD,DENTAL X-RAY,,,,,,11%,, $0.92345  COSTO PUESTO EN USA +25% GTOS  ,RR1,,,,
138,Etiqueta Hueca sin acabado,EH01,-,-,Cuche autoadherible CS28 +Bopp s/adhesivo LA11 + Adhesivo de laminación,N/D,N/D,N/D,N/D,N/A,-,-,MASTRONARDI,-,,,-," $ 0,497 ", USD ,,USD,ETIQUETA HUECA EH01,,,,,,100%,," SE CORRIGE COSTO, CONSIDERANDO COSTO PARA COTIZAR DE CS28 + LA11. REV 128 ",,,,,
139,Fluorescente rojo,FL04,AJR9002,MACtac,Fluorescent Red / 710VHP / 40# SCK,"3,8",Hule,"2,4","6,9",N/A,0.66 x 762,MASTER,,Indirecto o incidental,,,5 días," $ 1,404 ", USD ," $ 1,300 ", USD ,FLUORESCENTE ROJO,,,,,,7%,,,PA2,,,,
140,Iridiscent,FP02,02391,AVERY,Fasprism Iridiscent / S246 / 40# SCK,"3,4",Hule,"2,44","6,6",N/A,1.524 x 762,"EXACT USA 
MASTER",EXACT USA 1524 ML,Indirecto o incidental,,,9 Semanas," $ 3,235 ", USD ," $ 3,0810 ", USD ,IRIDISCENT,,,,,,5%,,,PA2,,,,
141,Bopp holográfico (arcoiris),FP06,SP706R,RAFLATAC,HOLO RAINBOW PP SHIMLESS / RP37 / 40# WHITE KRAFT,2,Acrílico,"2,4",5,TOP COATED,1 X 762,MASTER,,Indirecto o incidental,FSC EN RESPALDO,APROBADO,4 Semanas," $ 2,018 ", USD ," $ 1,904 ",USD,BOPP HOLOGRAFICO,,,,,,6%,, se ingresa el 13-04-2020 ,PP1,RECOMENDADO,,,
