Lista de Suajes,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,21-06-24 Rev: 81,,
,N°,Dientes,Suaje Nº,Ubicación,Ancho,x,Largo,Cinta,G/L,G/S,P,D,Figura,ML/millar,Area/millar,Material,Comentarios,Proveedor,Fecha/alta
,421,45,830-431,E-126,"20,0",*,"68,0",126,3,"3,4",5,2,Rectángulo,"14,280","1,80",,,,15/2/2001
,,68,M-910-167,,"20,0",*,"70,0",241,"3,0","2,5",10,3,Rectángulo,"7,250","1,75",PH04,Laboratorios Pisa,Rotometrics,15/7/2015
,546,47,830-561,F-115,"20,0",*,"71,0",149,3,"3,0",6,2,Rectángulo,"12,333","1,84",,C.S.,AW,13/6/2003
,,72,M-830-123,,"20,0",*,"72,0",126,3,"4,7",5,3,Rectángulo,"15,340","1,93",PL06,Emerson,Rotometrics,5/4/2021
,,83,M-910-292,,"20,0",*,"85,0",103,"3,0","3,2",4,3,Rectángulo,"22,044","2,27",WI04,Sergio Manuel Moreno Sánchez,Rotometrics,7/10/2019
,,104,M-910-084,,"20,0",*,"107,0",241,3,"3,2",10,3,Rectángulo,"11,018","2,66",CS01,SLB Pharmaceuticals,Rotometrics,16/8/2013
,,90,M-910-023,,"20,0",*,"140,0",241,3,"3,2",10,2,Rectángulo,"14,318","3,45",BT04,Industrias Wetline,Rotometrics,28/9/2010
,,76,M-3300-459,,"21,0",*,"21,0",347,3,"3,1",14,10,Figura,"1,724","0,60",PF02,La Pradera Mixteca,Rotometrics,11/7/2023
,,90,M-910-087,,"21,0",*,"21,3",250,"2,8","2,5",10,12,Figura,"2,381","0,60",PF01,Prime Harvest,Rotometrics,8/11/2013
,,90,M-910-286,,"21,0",*,"21,3",250,"2,8","2,5",10,12,Figura,"2,381","0,60",PF07,EEO,Rotometrics,21/2/2019
,250,51,830-255,D-52,"21,0",*,"25,0",127,2,"2,0",5,6,Fígura,"5,400","0,69",,Fígura Pan,,
,283,46,830-289,D-85,"21,0",*,"27,0",155,3,"2,2",6,5,Ovalo,"4,867","0,75",,Vasti (P/CS),,7/3/2003
,,66,M-910-325,,"21,0",*,"27,0",236,"3,0","2,9",9,7,Ovalo,"3,326","0,78",CS28,GM Produce Sales,Rotometrics,13/7/2020
,,72,M-910-156,,"21,0",*,"53,0",235,"4,0","4,2",9,4,Rectángulo,"6,350","1,49",PH01,Laboratorios Pisa,Rotometrics,10/2/2015
,515,59,830-527,F-83,"21,5",*,"90,0",134,3,"3,6",5,2,Figura,"18,720","2,51",,,,28/7/2002
,,90,M-910-025,,"21,6",*,"21,3",250,"2,24","2,5",10,12,Hongo (inclinado)(Hardran),"2,381","0,60",PF01,Mega Frescos,Rotometrics,21/2/2010
,,90,M-910-026,,"21,6",*,"21,3",250,"2,24","2,5",10,12,Hongo (inclinado)(Hardran),"2,381","0,60",PF01,"Muesca por debajo, se usa con M-910-025",Rotometrics,21/2/2010
,601,45,830-621,F-168,"21,6",*,"21,8",177,2,"2,0",7,6,Ovalo,"3,401","0,60",,Cortes de seguridad (Medida real 21.6x21.8),AW,2/8/2004
,212,53,830-215,D-12,"22,0",*,"12,0",165,0,"0,0",8,14,Fígura,"1,500","0,25",,Fígura Meto Usar con Navaja (830-214),,
,622,44,830-643,F-186,"22,0",*,"13,0",161,3,"2,5",6,9,Ovalo,"2,587","0,42",,Ovalo (Del Monte),,
,591,46,830-611,F-158,"22,0",*,"22,0",186,3,"2,5",7,6,Ovalo,"3,500","0,65",,Especial con corte de seguridad,,29/6/2004
,763,66,910-028,G-19,"22,0",*,"24,5",252,2,"2,0",10,8,Ovalo,"2,650","0,67",,,,
,5,52,830-004,A-5,"22,0",*,"25,0",156,2,"2,5",6,6,Ovalo,"4,583","0,72",,,,
,,55,910-463,,"22,0",*,"26,0",236,3,"3,2",9,6,Rectángulo,"3,242","0,77",,Laboratorios Pisa,AW,1/7/2009
,102,55,830-091,A-129,"22,0",*,"27,0",156,2,"2,1",6,6,Ovalo,"4,850","0,76",,,,
,,74,M-910-020,,"22,0",*,"30,0",236,3,"3,6",9,7,Rectángulo,"3,729","0,88",PH08,Laboratorios Pisa,Rotometrics,2/11/2009
,,74,M-910-273,,"22,0",*,"30,0",236,"3,0","3,6",9,7,Rectángulo,"3,729","0,88",PH09,Laboratorios Pisa,Rotometrics,21/2/2019
